USER     PID   PPID  VSIZE  RSS     WCHAN    PC         NAME
app_7     405   146   102984 23036 ffffffff 00000000 S com.komoxo.inputmethod
app_11    415   146   114828 17324 ffffffff 00000000 S com.google.process.gapps
app_52    465   146   96500  15524 ffffffff 00000000 S com.kingroot.kinguser:service
root      755   1     876    204   ffffffff 00000000 S kr_worker/34:0
root      968   2     0      0     ffffffff 00000000 S loop0
root      969   2     0      0     ffffffff 00000000 S kdmflush
root      981   2     0      0     ffffffff 00000000 S kcryptd_io
root      982   2     0      0     ffffffff 00000000 S kcryptd
root      983   2     0      0     ffffffff 00000000 S loop1
root      984   2     0      0     ffffffff 00000000 S kdmflush
root      985   2     0      0     ffffffff 00000000 S kcryptd_io
root      986   2     0      0     ffffffff 00000000 S kcryptd
root      987   2     0      0     ffffffff 00000000 S loop2
root      988   2     0      0     ffffffff 00000000 S kdmflush
root      989   2     0      0     ffffffff 00000000 S kcryptd_io
root      990   2     0      0     ffffffff 00000000 S kcryptd
root      991   2     0      0     ffffffff 00000000 S loop3
root      992   2     0      0     ffffffff 00000000 S kdmflush
root      993   2     0      0     ffffffff 00000000 S kcryptd_io
root      994   2     0      0     ffffffff 00000000 S kcryptd
root      995   2     0      0     ffffffff 00000000 S loop4
root      996   2     0      0     ffffffff 00000000 S kdmflush
root      997   2     0      0     ffffffff 00000000 S kcryptd_io
root      998   2     0      0     ffffffff 00000000 S kcryptd
root      999   2     0      0     ffffffff 00000000 S loop5
root      1000  2     0      0     ffffffff 00000000 S kdmflush
root      1001  2     0      0     ffffffff 00000000 S kcryptd_io
root      1002  2     0      0     ffffffff 00000000 S kcryptd
root      1003  2     0      0     ffffffff 00000000 S loop6
root      1004  2     0      0     ffffffff 00000000 S kdmflush
root      1005  2     0      0     ffffffff 00000000 S kcryptd_io
root      1006  2     0      0     ffffffff 00000000 S kcryptd
root      1014  2     0      0     ffffffff 00000000 S loop7
root      1015  2     0      0     ffffffff 00000000 S kdmflush
root      1016  2     0      0     ffffffff 00000000 S kcryptd_io
root      1017  2     0      0     ffffffff 00000000 S kcryptd
root      1018  2     0      0     ffffffff 00000000 S loop8
root      1019  2     0      0     ffffffff 00000000 S kdmflush
root      1020  2     0      0     ffffffff 00000000 S kcryptd_io
root      1021  2     0      0     ffffffff 00000000 S kcryptd
root      1022  2     0      0     ffffffff 00000000 S loop9
root      1023  2     0      0     ffffffff 00000000 S kdmflush
root      1024  2     0      0     ffffffff 00000000 S kcryptd_io
root      1025  2     0      0     ffffffff 00000000 S kcryptd
root      1026  2     0      0     ffffffff 00000000 S loop10
root      1027  2     0      0     ffffffff 00000000 S kdmflush
root      1028  2     0      0     ffffffff 00000000 S kcryptd_io
root      1029  2     0      0     ffffffff 00000000 S kcryptd
root      1030  2     0      0     ffffffff 00000000 S loop11
root      1031  2     0      0     ffffffff 00000000 S kdmflush
root      1032  2     0      0     ffffffff 00000000 S kcryptd_io
root      1033  2     0      0     ffffffff 00000000 S kcryptd
root      1034  2     0      0     ffffffff 00000000 S loop12
root      1035  2     0      0     ffffffff 00000000 S kdmflush
root      1036  2     0      0     ffffffff 00000000 S kcryptd_io
root      1037  2     0      0     ffffffff 00000000 S kcryptd
root      1038  2     0      0     ffffffff 00000000 S loop13
root      1039  2     0      0     ffffffff 00000000 S kdmflush
root      1040  2     0      0     ffffffff 00000000 S kcryptd_io
root      1041  2     0      0     ffffffff 00000000 S kcryptd
app_46    1055  146   104632 17720 ffffffff 00000000 S com.kingroot.master:service
root      1095  1     872    188   ffffffff 00000000 S k_worker/20:0
root      1100  1     776    184   ffffffff 00000000 S sh
root      1102  1100  70396  4016  ffffffff 00000000 S app_process
app_46    1120  1055  868    220   ffffffff 00000000 S k_worker/29:10046
root      1121  1     872    188   ffffffff 00000000 S k_worker/29:0
root      1126  1121  872    188   ffffffff 00000000 S k_worker/29:0
root      1129  1126  784    204   ffffffff 00000000 S sh
root      1136  1     776    184   ffffffff 00000000 S sh
root      1138  1136  70412  4036  ffffffff 00000000 S app_process
app_46    1180  1     728    168   ffffffff 00000000 S k_poseidon
app_45    1187  146   128080 32844 ffffffff 00000000 S com.duapps.dulauncher
app_55    22130 146   130740 35332 ffffffff 00000000 S com.hipipal.qpyplus
app_43    22236 146   159976 34684 ffffffff 00000000 S com.whatsapp
system    23226 146   90448  16080 ffffffff 00000000 S com.android.digtaltimewidget
app_55    23244 22130 780    388   c455e554 afd0c47c S /system/bin/sh
app_55    23320 23244 776    360   c455e554 afd0c47c S sh
app_55    23321 23320 784    300   c46d1244 afd0b52c S gzip
app_55    23324 22130 776    380   c455e554 afd0c47c S /system/bin/sh
app_55    23345 23324 928    316   c46d1244 afd0b52c S cat
app_55    23348 22130 780    388   c455e554 afd0c47c S /system/bin/sh
root      23396 2     0      0     ffffffff 00000000 S flush-31:12
app_34    23407 146   119072 23144 ffffffff 00000000 S com.android.vending
app_26    23433 146   94536  17828 ffffffff 00000000 S android.process.media
app_55    23446 23348 964    348   00000000 afd0b52c R ps
